employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
150,2024-10-01,6,8,8,19,Shows steady progress and communicates effectively with stakeholders.
150,2025-06-28,8,7,7,7,Shows steady progress and communicates effectively with stakeholders.
151,2025-10-01,9,7,7,-5,Shows steady progress and communicates effectively with stakeholders.
152,2020-10-01,7,6,6,59,Improve consistency and proactively flag risks earlier.
152,2021-10-01,8,5,9,43,Shows steady progress and communicates effectively with stakeholders.
152,2022-10-01,9,9,6,57,Reliable contributor with solid results and good collaboration.
152,2023-10-01,9,6,7,55,Positive attitude and dependable delivery on commitments.
152,2024-10-01,9,8,9,36,Consistently exceeds expectations and sets a strong example for the team.
152,2025-05-12,7,10,5,7,Positive attitude and dependable delivery on commitments.
153,2022-10-01,6,9,6,11,Shows steady progress and communicates effectively with stakeholders.
153,2023-10-01,8,9,7,-14,Shows steady progress and communicates effectively with stakeholders.
153,2024-04-03,7,6,8,89,Good performance with growing influence across the team.
153,2025-10-01,7,6,6,63,Works well with peers; develop deeper technical/role‑specific skills.
154,2020-10-01,8,5,7,-16,Works well with peers; develop deeper technical/role‑specific skills.
154,2021-10-01,8,7,6,-14,Reliable contributor with solid results and good collaboration.
154,2022-10-01,6,8,7,0,Reliable contributor with solid results and good collaboration.
154,2023-10-01,8,9,7,38,Positive attitude and dependable delivery on commitments.
154,2024-10-01,8,5,6,18,Engagement is steady; increase participation in reviews and retros.
154,2025-10-01,8,7,9,-12,Positive attitude and dependable delivery on commitments.
155,2023-10-01,9,9,6,17,Good performance with growing influence across the team.
155,2024-10-01,9,6,6,68,Quality of work is strong; continue building cross‑functional partnerships.
155,2025-10-01,8,7,9,47,Quality of work is strong; continue building cross‑functional partnerships.
156,2024-10-01,7,6,6,-7,Engagement is steady; increase participation in reviews and retros.
156,2025-10-01,6,8,8,34,Positive attitude and dependable delivery on commitments.
157,2020-10-01,8,7,8,-4,Reliable contributor with solid results and good collaboration.
157,2021-10-01,9,9,9,43,Highly engaged; drives initiatives and mentors peers effectively.
157,2022-10-01,7,9,7,70,Good performance with growing influence across the team.
157,2023-10-01,8,6,6,-5,Engagement is steady; increase participation in reviews and retros.
157,2024-10-23,5,6,5,44,Solid foundation—set clearer milestones to improve predictability.
157,2025-10-01,6,8,6,6,Meets most expectations; focus on prioritization and follow‑through.
158,2023-10-01,9,8,6,22,Positive attitude and dependable delivery on commitments.
158,2024-10-01,8,9,7,-19,Shows steady progress and communicates effectively with stakeholders.
158,2025-10-01,7,7,8,-12,Shows steady progress and communicates effectively with stakeholders.
159,2024-11-03,10,7,4,60,Good performance with growing influence across the team.
159,2025-10-01,8,7,8,-20,Good performance with growing influence across the team.
160,2021-10-01,6,7,8,30,Good performance with growing influence across the team.
160,2022-10-01,6,6,7,22,Meets most expectations; focus on prioritization and follow‑through.
160,2023-10-01,8,8,9,-16,Reliable contributor with solid results and good collaboration.
160,2024-07-17,6,5,10,19,Good performance with growing influence across the team.
160,2025-10-01,7,8,7,60,Reliable contributor with solid results and good collaboration.
161,2024-10-15,10,5,6,-16,Quality of work is strong; continue building cross‑functional partnerships.
161,2025-10-01,9,9,8,39,Highly engaged; drives initiatives and mentors peers effectively.
162,2021-10-01,9,5,8,52,Quality of work is strong; continue building cross‑functional partnerships.
162,2022-10-01,8,9,6,6,Positive attitude and dependable delivery on commitments.
162,2023-10-01,8,7,6,-1,Quality of work is strong; continue building cross‑functional partnerships.
162,2024-11-19,6,4,5,-3,Solid foundation—set clearer milestones to improve predictability.
162,2025-10-01,8,5,8,28,Positive attitude and dependable delivery on commitments.
163,2025-10-01,7,9,9,3,Good performance with growing influence across the team.
164,2021-10-01,6,7,8,70,Good performance with growing influence across the team.
164,2022-10-01,6,7,9,-9,Positive attitude and dependable delivery on commitments.
164,2023-10-01,9,6,8,37,Reliable contributor with solid results and good collaboration.
164,2024-10-01,8,6,8,2,Shows steady progress and communicates effectively with stakeholders.
164,2025-10-01,6,7,6,5,Works well with peers; develop deeper technical/role‑specific skills.
165,2020-10-01,6,8,6,41,Solid foundation—set clearer milestones to improve predictability.
165,2021-10-01,7,6,8,41,Shows steady progress and communicates effectively with stakeholders.
165,2022-10-01,8,7,7,-8,Good performance with growing influence across the team.
165,2023-10-01,7,6,6,38,Engagement is steady; increase participation in reviews and retros.
165,2024-10-01,9,9,6,-20,Positive attitude and dependable delivery on commitments.
165,2025-10-01,8,5,6,22,Meets most expectations; focus on prioritization and follow‑through.
166,2021-10-01,9,5,6,46,Solid foundation—set clearer milestones to improve predictability.
166,2022-10-01,8,5,8,61,Quality of work is strong; continue building cross‑functional partnerships.
166,2023-10-01,7,7,7,4,Shows steady progress and communicates effectively with stakeholders.
166,2024-10-01,8,7,8,36,Reliable contributor with solid results and good collaboration.
166,2025-10-01,6,7,7,0,Solid foundation—set clearer milestones to improve predictability.
167,2020-10-01,8,5,6,59,Works well with peers; develop deeper technical/role‑specific skills.
167,2021-10-01,6,6,8,50,Works well with peers; develop deeper technical/role‑specific skills.
167,2022-10-01,8,7,7,70,Reliable contributor with solid results and good collaboration.
167,2023-10-01,8,9,7,1,Quality of work is strong; continue building cross‑functional partnerships.
167,2024-10-01,6,7,8,49,Quality of work is strong; continue building cross‑functional partnerships.
167,2025-10-01,9,5,7,-17,Quality of work is strong; continue building cross‑functional partnerships.
168,2024-10-01,9,5,6,29,Works well with peers; develop deeper technical/role‑specific skills.
168,2025-10-01,6,5,9,30,Solid foundation—set clearer milestones to improve predictability.
169,2021-10-01,7,9,9,58,Reliable contributor with solid results and good collaboration.
169,2022-10-01,8,7,8,5,Shows steady progress and communicates effectively with stakeholders.
169,2023-10-01,6,8,7,-9,Shows steady progress and communicates effectively with stakeholders.
169,2024-10-01,9,5,9,19,Quality of work is strong; continue building cross‑functional partnerships.
169,2025-06-19,10,7,4,43,Positive attitude and dependable delivery on commitments.
170,2020-10-01,9,8,7,8,Quality of work is strong; continue building cross‑functional partnerships.
170,2021-10-01,7,9,8,26,Quality of work is strong; continue building cross‑functional partnerships.
170,2022-10-01,9,6,8,21,Positive attitude and dependable delivery on commitments.
170,2023-10-01,9,8,6,-12,Good performance with growing influence across the team.
170,2024-10-01,9,5,8,41,Reliable contributor with solid results and good collaboration.
170,2025-08-11,7,8,8,62,Shows steady progress and communicates effectively with stakeholders.
171,2020-10-01,9,6,8,24,Positive attitude and dependable delivery on commitments.
171,2021-10-01,7,9,6,31,Shows steady progress and communicates effectively with stakeholders.
171,2022-10-01,6,7,6,18,Solid foundation—set clearer milestones to improve predictability.
171,2023-10-01,9,8,9,10,Exhibits strong leadership and proactive problem solving.
171,2024-10-01,7,9,7,41,Good performance with growing influence across the team.
171,2025-10-01,9,5,8,6,Quality of work is strong; continue building cross‑functional partnerships.
172,2025-10-01,9,8,8,49,Reliable contributor with solid results and good collaboration.
173,2021-10-01,7,6,6,53,Engagement is steady; increase participation in reviews and retros.
173,2022-10-01,9,5,9,21,Shows steady progress and communicates effectively with stakeholders.
173,2023-10-01,6,8,7,19,Reliable contributor with solid results and good collaboration.
173,2024-10-01,9,5,6,67,Works well with peers; develop deeper technical/role‑specific skills.
173,2025-10-01,9,7,9,62,Good performance with growing influence across the team.
174,2024-10-01,6,5,7,-3,Solid foundation—set clearer milestones to improve predictability.
174,2025-10-01,6,6,7,37,Improve consistency and proactively flag risks earlier.
175,2023-10-01,8,8,9,5,Good performance with growing influence across the team.
175,2024-10-01,7,7,8,52,Good performance with growing influence across the team.
175,2025-10-01,8,8,8,-9,Reliable contributor with solid results and good collaboration.
176,2023-10-01,6,9,9,-4,Shows steady progress and communicates effectively with stakeholders.
176,2024-01-02,6,5,9,59,Improve consistency and proactively flag risks earlier.
176,2025-03-18,7,8,6,82,Shows steady progress and communicates effectively with stakeholders.
177,2020-10-01,8,5,8,50,Reliable contributor with solid results and good collaboration.
177,2021-10-01,6,5,8,-6,Improve consistency and proactively flag risks earlier.
177,2022-10-01,8,5,7,35,Meets most expectations; focus on prioritization and follow‑through.
177,2023-10-01,9,7,9,31,Positive attitude and dependable delivery on commitments.
177,2024-10-01,9,8,7,64,Reliable contributor with solid results and good collaboration.
177,2025-01-21,10,3,7,72,Works well with peers; develop deeper technical/role‑specific skills.
178,2023-10-01,7,8,7,4,Shows steady progress and communicates effectively with stakeholders.
178,2024-10-01,9,7,9,-1,Quality of work is strong; continue building cross‑functional partnerships.
178,2025-10-01,8,6,7,-19,Quality of work is strong; continue building cross‑functional partnerships.
179,2022-10-01,6,5,7,42,Solid foundation—set clearer milestones to improve predictability.
179,2023-10-01,9,6,6,-3,Good performance with growing influence across the team.
179,2024-10-01,9,8,9,59,Exhibits strong leadership and proactive problem solving.
179,2025-08-21,9,9,7,12,Reliable contributor with solid results and good collaboration.
180,2023-10-01,7,8,9,50,Reliable contributor with solid results and good collaboration.
180,2024-10-01,9,8,8,8,Shows steady progress and communicates effectively with stakeholders.
180,2025-10-01,7,8,6,53,Quality of work is strong; continue building cross‑functional partnerships.
181,2024-10-01,9,6,8,32,Positive attitude and dependable delivery on commitments.
181,2025-10-01,8,5,6,52,Engagement is steady; increase participation in reviews and retros.
182,2023-10-01,9,7,6,54,Positive attitude and dependable delivery on commitments.
182,2024-10-05,5,4,7,11,Improve consistency and proactively flag risks earlier.
182,2025-10-01,9,5,7,47,Positive attitude and dependable delivery on commitments.
183,2024-06-27,9,2,7,-5,Engagement is steady; increase participation in reviews and retros.
183,2025-10-01,8,8,6,46,Good performance with growing influence across the team.
184,2024-10-01,6,6,9,60,Quality of work is strong; continue building cross‑functional partnerships.
184,2025-08-10,5,7,5,-45,Works well with peers; develop deeper technical/role‑specific skills.
185,2023-10-01,6,9,8,58,Shows steady progress and communicates effectively with stakeholders.
185,2024-05-26,8,10,9,-1,Demonstrates exceptional ownership and delivers high‑quality work.
185,2025-10-01,6,7,6,40,Meets most expectations; focus on prioritization and follow‑through.
186,2025-08-16,8,8,9,42,Quality of work is strong; continue building cross‑functional partnerships.
187,2023-10-01,9,9,9,53,Consistently exceeds expectations and sets a strong example for the team.
187,2024-10-01,8,8,8,17,Positive attitude and dependable delivery on commitments.
187,2025-10-01,8,6,6,68,Meets most expectations; focus on prioritization and follow‑through.
188,2021-10-01,8,9,8,-13,Shows steady progress and communicates effectively with stakeholders.
188,2022-10-01,9,9,7,53,Good performance with growing influence across the team.
188,2023-10-01,6,7,6,16,Improve consistency and proactively flag risks earlier.
188,2024-04-27,7,5,7,-44,Improve consistency and proactively flag risks earlier.
188,2025-10-01,9,5,7,44,Shows steady progress and communicates effectively with stakeholders.
189,2024-10-01,6,7,8,-4,Shows steady progress and communicates effectively with stakeholders.
189,2025-10-01,8,7,8,-19,Quality of work is strong; continue building cross‑functional partnerships.
190,2022-10-01,6,9,7,55,Positive attitude and dependable delivery on commitments.
190,2023-10-01,7,8,8,2,Good performance with growing influence across the team.
190,2024-11-20,3,5,7,4,Meets most expectations; focus on prioritization and follow‑through.
190,2025-10-01,8,6,9,3,Reliable contributor with solid results and good collaboration.
191,2023-10-01,6,7,6,-2,Solid foundation—set clearer milestones to improve predictability.
191,2024-10-01,7,8,9,29,Shows steady progress and communicates effectively with stakeholders.
191,2025-02-14,8,7,7,-16,Shows steady progress and communicates effectively with stakeholders.
192,2024-10-01,7,8,7,6,Good performance with growing influence across the team.
192,2025-10-01,8,5,8,-6,Reliable contributor with solid results and good collaboration.
193,2024-10-01,6,6,9,31,Shows steady progress and communicates effectively with stakeholders.
193,2025-10-01,9,7,9,48,Quality of work is strong; continue building cross‑functional partnerships.
194,2025-10-01,7,8,9,40,Good performance with growing influence across the team.
195,2024-10-01,8,6,9,-19,Quality of work is strong; continue building cross‑functional partnerships.
195,2025-06-14,9,6,8,23,Quality of work is strong; continue building cross‑functional partnerships.
196,2021-10-01,8,8,9,66,Positive attitude and dependable delivery on commitments.
196,2022-10-01,8,9,6,-8,Positive attitude and dependable delivery on commitments.
196,2023-10-01,8,8,8,22,Quality of work is strong; continue building cross‑functional partnerships.
196,2024-10-01,8,7,6,12,Positive attitude and dependable delivery on commitments.
196,2025-10-01,9,8,7,66,Quality of work is strong; continue building cross‑functional partnerships.
197,2022-10-01,7,9,8,66,Shows steady progress and communicates effectively with stakeholders.
197,2023-10-01,7,7,6,66,Solid foundation—set clearer milestones to improve predictability.
197,2024-10-01,6,5,6,32,Works well with peers; develop deeper technical/role‑specific skills.
197,2025-07-08,10,7,6,9,Good performance with growing influence across the team.
198,2020-10-01,6,9,6,67,Good performance with growing influence across the team.
198,2021-10-01,9,7,7,16,Positive attitude and dependable delivery on commitments.
198,2022-10-01,8,6,6,-17,Engagement is steady; increase participation in reviews and retros.
198,2023-10-01,6,5,7,56,Meets most expectations; focus on prioritization and follow‑through.
198,2024-10-01,6,5,6,57,Meets most expectations; focus on prioritization and follow‑through.
198,2025-10-01,7,8,7,-6,Good performance with growing influence across the team.
199,2022-10-01,7,7,8,39,Quality of work is strong; continue building cross‑functional partnerships.
199,2023-10-01,6,8,8,34,Good performance with growing influence across the team.
199,2024-10-01,8,7,7,-11,Good performance with growing influence across the team.
199,2025-10-01,8,5,9,29,Good performance with growing influence across the team.
200,2020-10-01,8,5,8,13,Quality of work is strong; continue building cross‑functional partnerships.
200,2021-10-01,7,8,6,42,Quality of work is strong; continue building cross‑functional partnerships.
200,2022-10-01,7,9,9,2,Reliable contributor with solid results and good collaboration.
200,2023-10-01,9,5,7,49,Positive attitude and dependable delivery on commitments.
200,2024-10-01,9,6,6,36,Reliable contributor with solid results and good collaboration.
200,2025-04-15,7,8,8,12,Quality of work is strong; continue building cross‑functional partnerships.
201,2020-10-01,8,5,6,-11,Works well with peers; develop deeper technical/role‑specific skills.
201,2021-10-01,6,9,8,37,Quality of work is strong; continue building cross‑functional partnerships.
201,2022-10-01,6,8,7,63,Quality of work is strong; continue building cross‑functional partnerships.
201,2023-10-01,6,5,9,14,Works well with peers; develop deeper technical/role‑specific skills.
201,2024-10-01,7,7,9,53,Quality of work is strong; continue building cross‑functional partnerships.
201,2025-10-01,6,9,9,41,Shows steady progress and communicates effectively with stakeholders.
202,2022-10-01,9,8,6,49,Shows steady progress and communicates effectively with stakeholders.
202,2023-10-01,7,5,9,68,Good performance with growing influence across the team.
202,2024-10-01,9,5,8,22,Shows steady progress and communicates effectively with stakeholders.
202,2025-10-01,8,8,6,60,Reliable contributor with solid results and good collaboration.
203,2021-10-01,6,7,8,-10,Good performance with growing influence across the team.
203,2022-10-01,9,7,7,2,Positive attitude and dependable delivery on commitments.
203,2023-10-01,6,8,7,18,Quality of work is strong; continue building cross‑functional partnerships.
203,2024-11-09,8,3,3,49,Requires closer adherence to deadlines and clearer status updates.
203,2025-10-01,9,5,8,42,Reliable contributor with solid results and good collaboration.
204,2020-10-01,6,8,7,-3,Positive attitude and dependable delivery on commitments.
204,2021-10-01,6,6,6,55,Works well with peers; develop deeper technical/role‑specific skills.
204,2022-10-01,7,8,9,-12,Quality of work is strong; continue building cross‑functional partnerships.
204,2023-10-01,8,8,9,-18,Positive attitude and dependable delivery on commitments.
204,2024-10-01,6,7,6,23,Solid foundation—set clearer milestones to improve predictability.
204,2025-10-01,6,8,6,7,Solid foundation—set clearer milestones to improve predictability.
205,2021-10-01,9,9,7,54,Reliable contributor with solid results and good collaboration.
205,2022-10-01,7,5,6,-2,Engagement is steady; increase participation in reviews and retros.
205,2023-10-01,9,5,9,59,Good performance with growing influence across the team.
205,2024-10-01,6,6,7,-19,Improve consistency and proactively flag risks earlier.
205,2025-10-01,7,5,8,-8,Works well with peers; develop deeper technical/role‑specific skills.
206,2022-10-01,9,9,7,55,Shows steady progress and communicates effectively with stakeholders.
206,2023-10-01,6,5,6,43,Engagement is steady; increase participation in reviews and retros.
206,2024-10-01,7,5,7,34,Solid foundation—set clearer milestones to improve predictability.
206,2025-07-27,9,9,6,1,Quality of work is strong; continue building cross‑functional partnerships.
207,2020-10-01,8,8,8,-5,Good performance with growing influence across the team.
207,2021-10-01,7,7,7,-15,Quality of work is strong; continue building cross‑functional partnerships.
207,2022-10-01,7,7,6,-5,Improve consistency and proactively flag risks earlier.
207,2023-10-01,8,6,9,1,Good performance with growing influence across the team.
207,2024-10-01,8,9,7,36,Shows steady progress and communicates effectively with stakeholders.
207,2025-10-01,7,9,6,-3,Quality of work is strong; continue building cross‑functional partnerships.
208,2020-10-01,6,9,9,0,Reliable contributor with solid results and good collaboration.
208,2021-10-01,6,8,6,-20,Solid foundation—set clearer milestones to improve predictability.
208,2022-10-01,6,6,6,70,Improve consistency and proactively flag risks earlier.
208,2023-10-01,8,8,9,68,Quality of work is strong; continue building cross‑functional partnerships.
208,2024-10-01,7,6,7,61,Engagement is steady; increase participation in reviews and retros.
208,2025-10-01,8,9,9,32,Outstanding performance with visible impact on team outcomes.
209,2021-10-01,7,6,6,56,Works well with peers; develop deeper technical/role‑specific skills.
209,2022-10-01,7,8,6,60,Reliable contributor with solid results and good collaboration.
209,2023-10-01,8,7,9,-20,Shows steady progress and communicates effectively with stakeholders.
209,2024-11-05,10,10,4,-20,Quality of work is strong; continue building cross‑functional partnerships.
209,2025-10-01,7,6,6,47,Improve consistency and proactively flag risks earlier.
210,2024-10-01,6,9,8,49,Quality of work is strong; continue building cross‑functional partnerships.
210,2025-10-01,7,8,7,15,Positive attitude and dependable delivery on commitments.
211,2021-10-01,6,6,6,-1,Works well with peers; develop deeper technical/role‑specific skills.
211,2022-10-01,9,8,7,0,Quality of work is strong; continue building cross‑functional partnerships.
211,2023-10-01,6,5,8,16,Works well with peers; develop deeper technical/role‑specific skills.
211,2024-07-08,9,1,7,32,Engagement is steady; increase participation in reviews and retros.
211,2025-10-01,7,8,8,22,Quality of work is strong; continue building cross‑functional partnerships.
212,2021-10-01,9,5,6,-14,Solid foundation—set clearer milestones to improve predictability.
212,2022-10-01,7,6,6,42,Meets most expectations; focus on prioritization and follow‑through.
212,2023-10-01,6,5,7,36,Solid foundation—set clearer milestones to improve predictability.
212,2024-06-22,5,9,10,0,Reliable contributor with solid results and good collaboration.
212,2025-03-16,6,7,2,-9,Engagement is steady; increase participation in reviews and retros.
213,2021-10-01,8,8,7,66,Good performance with growing influence across the team.
213,2022-10-01,8,6,6,21,Engagement is steady; increase participation in reviews and retros.
213,2023-10-01,7,5,7,32,Meets most expectations; focus on prioritization and follow‑through.
213,2024-10-01,7,8,7,-11,Positive attitude and dependable delivery on commitments.
213,2025-01-25,10,4,3,64,Improve consistency and proactively flag risks earlier.
214,2024-10-01,9,9,9,-14,Highly engaged; drives initiatives and mentors peers effectively.
214,2025-10-01,9,6,7,58,Reliable contributor with solid results and good collaboration.
215,2021-10-01,9,6,9,27,Positive attitude and dependable delivery on commitments.
215,2022-10-01,7,8,7,60,Good performance with growing influence across the team.
215,2023-10-01,8,7,7,22,Quality of work is strong; continue building cross‑functional partnerships.
215,2024-02-13,9,6,9,37,Positive attitude and dependable delivery on commitments.
215,2025-10-01,7,5,6,15,Meets most expectations; focus on prioritization and follow‑through.
216,2022-10-01,7,5,9,38,Shows steady progress and communicates effectively with stakeholders.
216,2023-10-01,9,6,8,8,Shows steady progress and communicates effectively with stakeholders.
216,2024-10-01,8,9,7,61,Shows steady progress and communicates effectively with stakeholders.
216,2025-10-01,7,9,7,-9,Quality of work is strong; continue building cross‑functional partnerships.
217,2020-10-01,9,9,9,7,Exhibits strong leadership and proactive problem solving.
217,2021-10-01,9,8,8,-19,Good performance with growing influence across the team.
217,2022-10-01,9,6,7,21,Positive attitude and dependable delivery on commitments.
217,2023-10-01,9,9,7,55,Shows steady progress and communicates effectively with stakeholders.
217,2024-10-01,7,9,6,33,Quality of work is strong; continue building cross‑functional partnerships.
217,2025-10-01,6,5,9,44,Improve consistency and proactively flag risks earlier.
218,2020-10-01,6,8,9,41,Reliable contributor with solid results and good collaboration.
218,2021-10-01,6,8,9,10,Positive attitude and dependable delivery on commitments.
218,2022-10-01,6,9,6,68,Quality of work is strong; continue building cross‑functional partnerships.
218,2023-10-01,9,6,7,25,Shows steady progress and communicates effectively with stakeholders.
218,2024-07-20,7,8,6,16,Quality of work is strong; continue building cross‑functional partnerships.
218,2025-10-01,8,6,6,-18,Meets most expectations; focus on prioritization and follow‑through.
219,2023-10-01,9,7,7,70,Reliable contributor with solid results and good collaboration.
219,2024-10-01,9,9,6,38,Positive attitude and dependable delivery on commitments.
219,2025-10-01,9,6,9,3,Quality of work is strong; continue building cross‑functional partnerships.
220,2020-10-01,8,8,6,60,Shows steady progress and communicates effectively with stakeholders.
220,2021-10-01,6,8,8,47,Shows steady progress and communicates effectively with stakeholders.
220,2022-10-01,6,7,9,14,Good performance with growing influence across the team.
220,2023-10-01,7,5,8,-13,Improve consistency and proactively flag risks earlier.
220,2024-02-18,5,9,7,58,Positive attitude and dependable delivery on commitments.
220,2025-10-01,8,5,6,29,Meets most expectations; focus on prioritization and follow‑through.
221,2024-10-01,8,8,6,26,Shows steady progress and communicates effectively with stakeholders.
221,2025-10-01,8,6,6,51,Engagement is steady; increase participation in reviews and retros.
222,2020-10-01,7,6,8,10,Positive attitude and dependable delivery on commitments.
222,2021-10-01,6,8,7,8,Positive attitude and dependable delivery on commitments.
222,2022-10-01,8,7,8,44,Positive attitude and dependable delivery on commitments.
222,2023-10-01,9,7,6,-12,Positive attitude and dependable delivery on commitments.
222,2024-10-01,8,7,9,42,Positive attitude and dependable delivery on commitments.
222,2025-10-01,6,8,8,37,Positive attitude and dependable delivery on commitments.
223,2021-10-01,8,5,7,38,Meets most expectations; focus on prioritization and follow‑through.
223,2022-10-01,6,5,9,2,Meets most expectations; focus on prioritization and follow‑through.
223,2023-10-01,8,5,6,1,Engagement is steady; increase participation in reviews and retros.
223,2024-10-01,8,5,7,43,Improve consistency and proactively flag risks earlier.
223,2025-10-01,7,6,6,17,Works well with peers; develop deeper technical/role‑specific skills.
224,2023-10-01,9,9,7,40,Reliable contributor with solid results and good collaboration.
224,2024-10-01,8,8,9,62,Quality of work is strong; continue building cross‑functional partnerships.
224,2025-10-01,6,7,7,-12,Engagement is steady; increase participation in reviews and retros.
225,2023-10-01,6,6,8,32,Improve consistency and proactively flag risks earlier.
225,2024-12-22,8,5,5,67,Meets most expectations; focus on prioritization and follow‑through.
225,2025-06-02,3,6,10,35,Meets most expectations; focus on prioritization and follow‑through.
226,2022-10-01,8,7,9,55,Shows steady progress and communicates effectively with stakeholders.
226,2023-10-01,9,8,8,52,Shows steady progress and communicates effectively with stakeholders.
226,2024-10-01,7,7,7,13,Quality of work is strong; continue building cross‑functional partnerships.
226,2025-10-01,7,8,8,16,Quality of work is strong; continue building cross‑functional partnerships.
227,2020-10-01,6,6,8,16,Improve consistency and proactively flag risks earlier.
227,2021-10-01,9,6,7,48,Reliable contributor with solid results and good collaboration.
227,2022-10-01,8,6,7,70,Positive attitude and dependable delivery on commitments.
227,2023-10-01,7,6,7,-6,Engagement is steady; increase participation in reviews and retros.
227,2024-10-01,6,7,7,36,Engagement is steady; increase participation in reviews and retros.
227,2025-10-01,8,7,7,6,Quality of work is strong; continue building cross‑functional partnerships.
228,2023-10-01,6,7,8,-2,Shows steady progress and communicates effectively with stakeholders.
228,2024-10-01,8,8,7,48,Reliable contributor with solid results and good collaboration.
228,2025-10-01,8,5,6,31,Meets most expectations; focus on prioritization and follow‑through.
229,2024-11-30,6,5,7,28,Works well with peers; develop deeper technical/role‑specific skills.
229,2025-10-01,9,6,9,20,Quality of work is strong; continue building cross‑functional partnerships.
230,2020-10-01,7,5,8,62,Solid foundation—set clearer milestones to improve predictability.
230,2021-10-01,8,8,8,53,Good performance with growing influence across the team.
230,2022-10-01,7,9,9,23,Good performance with growing influence across the team.
230,2023-10-01,6,8,6,-3,Engagement is steady; increase participation in reviews and retros.
230,2024-10-01,6,7,6,31,Works well with peers; develop deeper technical/role‑specific skills.
230,2025-10-01,7,8,8,-9,Positive attitude and dependable delivery on commitments.
231,2022-10-01,8,5,7,54,Improve consistency and proactively flag risks earlier.
231,2023-10-01,7,7,7,-18,Quality of work is strong; continue building cross‑functional partnerships.
231,2024-10-01,6,9,9,66,Positive attitude and dependable delivery on commitments.
231,2025-10-01,6,9,9,4,Quality of work is strong; continue building cross‑functional partnerships.
232,2020-10-01,9,7,6,65,Shows steady progress and communicates effectively with stakeholders.
232,2021-10-01,8,8,7,34,Shows steady progress and communicates effectively with stakeholders.
232,2022-10-01,8,8,8,-19,Positive attitude and dependable delivery on commitments.
232,2023-10-01,8,7,8,19,Reliable contributor with solid results and good collaboration.
232,2024-10-01,9,9,6,7,Shows steady progress and communicates effectively with stakeholders.
232,2025-10-01,9,8,9,16,Outstanding performance with visible impact on team outcomes.
233,2023-10-01,7,8,9,-3,Shows steady progress and communicates effectively with stakeholders.
233,2024-10-01,6,6,7,18,Improve consistency and proactively flag risks earlier.
233,2025-10-01,9,9,8,-12,Consistently exceeds expectations and sets a strong example for the team.
234,2024-10-01,9,5,6,32,Engagement is steady; increase participation in reviews and retros.
234,2025-10-01,8,8,7,51,Good performance with growing influence across the team.
235,2021-10-01,9,9,7,5,Shows steady progress and communicates effectively with stakeholders.
235,2022-10-01,7,8,8,50,Reliable contributor with solid results and good collaboration.
235,2023-10-01,9,5,8,54,Quality of work is strong; continue building cross‑functional partnerships.
235,2024-10-01,8,8,9,8,Reliable contributor with solid results and good collaboration.
235,2025-03-09,7,7,5,38,Solid foundation—set clearer milestones to improve predictability.
236,2021-10-01,6,5,7,13,Works well with peers; develop deeper technical/role‑specific skills.
236,2022-10-01,8,8,6,63,Good performance with growing influence across the team.
236,2023-10-01,8,8,7,42,Good performance with growing influence across the team.
236,2024-06-15,3,6,8,1,Meets most expectations; focus on prioritization and follow‑through.
236,2025-03-28,6,7,6,0,Engagement is steady; increase participation in reviews and retros.
237,2024-10-01,7,5,6,15,Meets most expectations; focus on prioritization and follow‑through.
237,2025-05-16,3,8,10,57,Reliable contributor with solid results and good collaboration.
238,2020-10-01,9,5,8,54,Reliable contributor with solid results and good collaboration.
238,2021-10-01,9,9,9,13,Consistently exceeds expectations and sets a strong example for the team.
238,2022-10-01,9,5,8,45,Reliable contributor with solid results and good collaboration.
238,2023-10-01,6,7,7,54,Solid foundation—set clearer milestones to improve predictability.
238,2024-10-01,6,6,8,39,Solid foundation—set clearer milestones to improve predictability.
238,2025-10-01,7,7,7,-14,Positive attitude and dependable delivery on commitments.
239,2022-10-01,8,7,9,61,Reliable contributor with solid results and good collaboration.
239,2023-10-01,8,5,8,17,Good performance with growing influence across the team.
239,2024-10-01,6,9,7,60,Quality of work is strong; continue building cross‑functional partnerships.
239,2025-08-13,5,6,8,33,Solid foundation—set clearer milestones to improve predictability.
240,2022-10-01,7,5,7,49,Improve consistency and proactively flag risks earlier.
240,2023-10-01,8,7,8,14,Shows steady progress and communicates effectively with stakeholders.
240,2024-10-19,5,8,5,-26,Meets most expectations; focus on prioritization and follow‑through.
240,2025-10-01,8,5,8,-2,Quality of work is strong; continue building cross‑functional partnerships.
241,2024-10-01,6,6,8,27,Solid foundation—set clearer milestones to improve predictability.
241,2025-10-01,9,8,8,0,Reliable contributor with solid results and good collaboration.
242,2024-10-01,6,6,7,44,Engagement is steady; increase participation in reviews and retros.
242,2025-10-01,7,6,6,33,Works well with peers; develop deeper technical/role‑specific skills.
243,2024-10-01,9,5,6,-4,Engagement is steady; increase participation in reviews and retros.
243,2025-01-19,7,8,4,18,Engagement is steady; increase participation in reviews and retros.
244,2022-10-01,6,8,8,19,Shows steady progress and communicates effectively with stakeholders.
244,2023-10-01,8,6,9,56,Positive attitude and dependable delivery on commitments.
244,2024-10-01,8,6,8,-17,Reliable contributor with solid results and good collaboration.
244,2025-10-01,6,6,7,68,Engagement is steady; increase participation in reviews and retros.
245,2024-10-01,7,6,8,-4,Good performance with growing influence across the team.
